tau_bin,distance_bin,trade_count,avg_implied_prob,actual_win_rate,magnetism_penalty
6.0,40.0,107092,0.5073641355096555,0.5047249094236731,0.002639226085982438
6.0,45.0,111212,0.5114896773729465,0.5047207135920584,0.006768963780888093
6.0,50.0,30175,0.5045086992543494,0.5021706710853355,0.0023380281690138505
7.0,0.0,31526,0.49981348728034003,0.4994924823954831,0.0003210048848569236
7.0,5.0,63778,0.4987646210291964,0.5184859983066261,-0.01972137727742973
7.0,10.0,68860,0.4972544292767926,0.5034562881208249,-0.006201858844032293
7.0,15.0,73671,0.49751734060892483,0.49315198653472875,0.004365354074196082
7.0,20.0,76541,0.49813563972249864,0.519643067114357,-0.021507427391858402
7.0,25.0,76932,0.5009761867623362,0.5105027816773254,-0.009526594914989195
7.0,30.0,81365,0.4917045412646733,0.49217722608000986,-0.000472684815336577
7.0,35.0,92282,0.48514769944301117,0.47961682668342687,0.005530872759584304
7.0,40.0,101284,0.5011285099324672,0.48472611666205917,0.01640239327040799
7.0,45.0,86206,0.4940136417418749,0.4919727165162518,0.0020409252256231025
7.0,50.0,15385,0.5752551186220374,0.5799805004874878,-0.004725381865450462
8.0,0.0,36078,0.5003741892566104,0.5198736071844338,-0.019499417927823393
8.0,5.0,73504,0.49950723770135036,0.5098770134958641,-0.010369775794513758
8.0,10.0,78881,0.4952884725092263,0.5050265589939276,-0.009738086484701258
8.0,15.0,81126,0.49505460641470916,0.5193772649951927,-0.02432265858048349
8.0,20.0,82411,0.5019697613182703,0.5201611435366638,-0.018191382218393448
8.0,25.0,85401,0.4906402735330968,0.48242994812707113,0.008210325406025676
8.0,30.0,89698,0.48319226738611726,0.49335548172757476,-0.010163214341457505
8.0,35.0,92778,0.48939188169609266,0.4878850589579426,0.0015068227381500598
8.0,40.0,89890,0.4843831349427076,0.4811213705640227,0.003261764378684917
8.0,45.0,60230,0.5083479993358776,0.5010127843267475,0.007335215009130147
8.0,50.0,8880,0.5701295045045064,0.5707207207207208,-0.0005912162162143852
9.0,0.0,44943,0.49969294439623535,0.49046570099904324,0.009227243397192109
9.0,5.0,88946,0.5002014705551702,0.49450228228363274,0.005699188271537425
9.0,10.0,92727,0.49772364036364813,0.5105956193988805,-0.012871979035232406
9.0,15.0,91896,0.498523874815009,0.5105989379298337,-0.012075063114824702
9.0,20.0,91070,0.5023256835401355,0.5029427912594707,-0.0006171077193352081
9.0,25.0,89335,0.5010406895393748,0.49255051211731127,0.008490177422063483
9.0,30.0,89753,0.4969957550165443,0.4878165632346551,0.009179191781889195
9.0,35.0,83834,0.49413102082687227,0.48417110003101366,0.009959920795858612
9.0,40.0,75130,0.49981685079195826,0.5018101956608545,-0.0019933448688962407
9.0,45.0,40679,0.5343860468546464,0.5429582831436368,-0.008572236288990398
9.0,50.0,3918,0.4902654415518121,0.48672792240939255,0.003537519142419565
10.0,0.0,60087,0.4998841679564634,0.5069149732887314,-0.007030805332267964
10.0,5.0,116828,0.5003605300099282,0.5043311534906015,-0.003970623480673341
10.0,10.0,114067,0.4958446351705596,0.5046244750892019,-0.00877983991864234
10.0,15.0,108106,0.4972154182006552,0.4999444989177289,-0.0027290807170737286
10.0,20.0,103688,0.4987589692153363,0.49386621402669545,0.004892755188640852
10.0,25.0,93281,0.496463910121033,0.5066626644225513,-0.010198754301518231
10.0,30.0,88067,0.4971106089681723,0.4884462965696572,0.008664312398515062
10.0,35.0,76133,0.5028589442160424,0.48592594538504985,0.01693299883099253
10.0,40.0,58016,0.5243827564809732,0.5273545228902372,-0.0029717664092639984
10.0,45.0,24516,0.5379968184043101,0.5573095121553271,-0.019312693751016963
10.0,50.0,2136,0.43497191011235903,0.5491573033707865,-0.11418539325842747
11.0,0.0,60861,0.49988005455053314,0.5171784886873367,-0.017298434136803598
11.0,5.0,120182,0.5012918739911153,0.5049092210147942,-0.003617347023678885
11.0,10.0,124796,0.4993040642328279,0.5008253469662489,-0.0015212827334210033
11.0,15.0,119644,0.5006246029888668,0.5131306208418308,-0.012506017852964013
11.0,20.0,108845,0.4983673113142538,0.5121411181037255,-0.01377380678947171
11.0,25.0,94629,0.49082775893225256,0.49973052658276,-0.00890276765050746
11.0,30.0,79713,0.4869543236360481,0.48458846110421133,0.002365862531836793
11.0,35.0,65152,0.5060194621807467,0.5093780697445972,-0.0033586075638505353
11.0,40.0,41371,0.5252918711174561,0.534964105291146,-0.009672234173689898
11.0,45.0,15347,0.4840998240698514,0.48445950348602335,-0.0003596794161719319
11.0,50.0,1229,0.4815215622457281,0.4792514239218877,0.0022701383238404316
12.0,0.0,77213,0.500005828034139,0.4989962830093378,0.0010095450248011617
12.0,5.0,155120,0.4994268308406403,0.5084708612686952,-0.009044030428054906
12.0,10.0,153762,0.5007400398017696,0.5084806389094835,-0.0077405991077138525
12.0,15.0,142030,0.5000310497782157,0.5143702034781384,-0.01433915369992278
12.0,20.0,122296,0.4961719107738609,0.5097386668411068,-0.013566756067245889
12.0,25.0,89022,0.49076082316730757,0.5051784952034328,-0.014417672036125262
12.0,30.0,66981,0.49520938773682377,0.4970514026365686,-0.0018420148997448371
12.0,35.0,44236,0.4949896012297621,0.4752464056424632,0.019743195587298923
12.0,40.0,24981,0.5226964493014684,0.5051839397942436,0.017512509507224827
12.0,45.0,10477,0.5048067194807672,0.5094015462441539,-0.004594826763386739
13.0,0.0,107878,0.5000826859971441,0.5233226422440164,-0.02323995624687225
13.0,5.0,202011,0.5013290860398719,0.522357693392934,-0.021028607353062112
13.0,10.0,189149,0.4985381366013056,0.5121147878127825,-0.013576651211476942
13.0,15.0,157918,0.49365119872338753,0.49875884952950267,-0.005107650806115138
13.0,20.0,117470,0.49301906869838963,0.495054056354814,-0.0020349876564243474
13.0,25.0,77643,0.48612019113120364,0.47150419226459567,0.014615998866607971
13.0,30.0,48925,0.47478753193663786,0.46035769034236074,0.014429841594277126
13.0,35.0,25661,0.4794177935388317,0.46919449748645803,0.010223296052373654
13.0,40.0,13468,0.5006043956043956,0.5026730026730026,-0.002068607068607009
13.0,45.0,5496,0.4660171033478898,0.42339883551673946,0.04261826783115036
14.0,0.0,164705,0.49983260981755184,0.5087580826325855,-0.008925472815033642
14.0,5.0,291091,0.4997754654042865,0.5131762919499401,-0.013400826545653555
14.0,10.0,226092,0.5018671602710408,0.5123401093360225,-0.01047294906498164
14.0,15.0,145278,0.49780648136675804,0.5031250430209667,-0.005318561654208687
14.0,20.0,76996,0.49016520338718456,0.4844927009195283,0.005672502467656271
14.0,25.0,41128,0.4946496304220968,0.4809618751215717,0.013687755300525128
14.0,30.0,21873,0.4683399625108573,0.4215699721117359,0.046769990399121386
14.0,35.0,10201,0.4713430055876866,0.47250269581413584,-0.0011596902264492392
14.0,40.0,5842,0.4852379322149941,0.47894556658678533,0.006292365628208785
14.0,45.0,1532,0.4676174934725841,0.4151436031331593,0.05247389033942479
15.0,0.0,110754,0.4996643010636154,0.4995756360944074,8.86649692080077e-05
15.0,5.0,140611,0.49962542048630454,0.515059277012467,-0.01543385652616247
15.0,10.0,73355,0.5037552995705794,0.5212596278372299,-0.017504328266650493
15.0,15.0,29686,0.5110880549754088,0.5012463787644007,0.009841676211008066
15.0,20.0,9142,0.5068015751476698,0.5111572959964996,-0.004355720848829847
15.0,25.0,4465,0.5062194848824189,0.5092945128779395,-0.0030750279955206183
15.0,30.0,1650,0.5276000000000001,0.5436363636363636,-0.016036363636363515
